C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_35_447.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_35_447.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_35_447.jpg,0,0,0,3.813181E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_35_515.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_35_515.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_35_515.jpg,0,0,0,8.473733E-07
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_35_584.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_35_584.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_35_584.jpg,0,0,0,6.556676E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_35_654.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_35_654.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_35_654.jpg,0,0,0,8.250553E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_35_725.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_35_725.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_35_725.jpg,0,0,0,1.759359E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_35_797.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_35_797.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_35_797.jpg,0,0,0,1.164779E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_35_868.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_35_868.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_35_868.jpg,0,0,0,1.776451E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_35_936.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_35_936.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_35_936.jpg,0,0,0,1.431247E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_006.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_006.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_006.jpg,0,0,0,1.074864E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_076.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_076.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_076.jpg,0,0,0,1.549918E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_144.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_144.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_144.jpg,0,0,0,6.422266E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_213.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_213.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_213.jpg,0,0,0,2.084476E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_281.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_281.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_281.jpg,0,0,0,4.339613E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_350.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_350.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_350.jpg,0,0,0,1.413721E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_420.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_420.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_420.jpg,0,0,0,4.766016E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_488.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_488.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_488.jpg,0,0,0,6.662991E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_556.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_556.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_556.jpg,0,0,0,4.694672E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_623.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_623.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_623.jpg,0,0,0,2.415661E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_694.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_694.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_694.jpg,0,0,0,7.931709E-06
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_761.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_761.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_761.jpg,0.007518797,0,0,2.627637E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_829.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_829.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_829.jpg,0,0,0,1.270686E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_901.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_901.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_901.jpg,-0.03007519,0,0,2.143128E-05
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_36_981.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_36_981.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_36_981.jpg,-0.04511278,0.0384042,0,0.004287239
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_048.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_048.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_048.jpg,-0.05263158,0.1990059,0,0.112227
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_118.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_118.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_118.jpg,-0.05263158,0.4366854,0,0.4396028
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_189.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_189.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_189.jpg,-0.06015037,0.6251466,0,0.7724019
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_259.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_259.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_259.jpg,-0.06015037,0.8591158,0,1.544331
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_325.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_325.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_325.jpg,-0.06015037,1,0,2.255869
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_394.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_394.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_394.jpg,-0.06015037,1,0,3.196399
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_464.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_464.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_464.jpg,-0.06015037,1,0,3.903133
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_531.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_531.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_531.jpg,-0.06015037,1,0,4.605145
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_600.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_600.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_600.jpg,-0.06015037,1,0,5.533793
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_671.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_671.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_671.jpg,-0.06015037,1,0,6.22561
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_738.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_738.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_738.jpg,-0.06015037,1,0,7.14176
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_810.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_810.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_810.jpg,-0.09022556,1,0,7.82373
C:\Users\hakki\Desktop\driver course\training\data\IMG\center_2020_07_04_15_24_37_879.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\left_2020_07_04_15_24_37_879.jpg,C:\Users\hakki\Desktop\driver course\training\data\IMG\right_2020_07_04_15_24_37_879.jpg,-0.1428571,1,0,8.724973
